mat_number;item_description_1;item_description_2;mat017_group
MAT01721544;Schlauchleitung;Arguflex P315DN8DKOL/DN8 08/10 L=5255mm;RC-S1
MAT01721545;Schlauchleitung;Arguflex P315DN8DKOL/DN8 08/10 L=5250mm;RC-S1
MAT01721546;Schlauchleitung;Arguflex P315DN8DKOL/DN8 08/10 L=9750mm;RC-S1
MAT01721547;Schlauchleitung;Arguflex P315DN8DKOL/DN8 08/10 L=9750mm;RC-S1
MAT01721548;Schlauchleitung;Arguflex P315DN8DKOL/DN8 08/10 L=9100mm;RC-S1
MAT01721549;Schlauchleitung;Arguflex P315DN8DKOL/DN8 08/10 L=9270mm;RC-S1
MAT0172155;Stecker, Rundverbinder;Signaleinbaudose , Stift , crimp , 9 pol;RC-K2
MAT01721550;Schlauchleitung;Arguflex P315DN8DKOL/DN8 08/10 L=9280mm;RC-S1
MAT01721551;Schlauchleitung;Arguflex P315DN8 2xDKOL0°/90° L=8130mm 0;RC-S1
MAT01721552;Schlauchleitung;Arguflex P315DN8 2xDKOL0°/90° L=8500mm 0;RC-S1
MAT01721553;Schlauchleitung;Arguflex P315DN10 A05 DKOL L=9760mm 0511;RC-S1
MAT01721554;Schlauchleitung;Arguflex P315DN10 A05 DKOL L=9630mm 0511;RC-S1
MAT01721555;Schlauchleitung;Arguflex P315DN10 A05 DKOL L=9870mm 0511;RC-S1
MAT01721556;Schlauchleitung;Arguflex P315DN10 A05 DKOL L=9800mm 0511;RC-S1
MAT01721557;Schlauchleitung;Arguflex P315DN10 A05 DKOL L=8500mm 0511;RC-S1
MAT01721558;Schlauchleitung;Arguflex P315DN10 A05 DKOL L=8130mm 0511;RC-S1
MAT01721559;Schlauchleitung;Arguflex P315DN10 A05 DKOL L=8500mm 0511;RC-S1
MAT01721560;Schlauchleitung;Arguflex P315DN10 A05 DKOL L=8130mm 0511;RC-S1
MAT01721561;Schlauchleitung;Arguflex P315DN10 A05 DKOL L=8130mm 0511;RC-S1
MAT01721562;Schlauchleitung;Arguflex P315DN10 A05 DKOL L=8130mm 0511;RC-S1
MAT01721563;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CELL=9980mm;RC-S1
MAT01721564;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CELL=10030mm;RC-S1
MAT01721565;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=5370mm;RC-S1
MAT01721566;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=5495mm;RC-S1
MAT01721567;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=5120mm;RC-S1
MAT01721568;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=5035mm;RC-S1
MAT01721569;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=5560mm;RC-S1
MAT0172157;Stecker, Rundverbinder;Leistungsstecker , Buchse , crimp , 6 po;RC-K2
MAT01721570;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=5705mm;RC-S1
MAT01721571;Schlauchleitung;QS Prüfung erforderlich,Arguflex P315DN1;RC-S1
MAT01721572;Schlauchleitung;QS Prüfung erforderlich,Arguflex P315DN1;RC-S1
MAT01721573;Schlauchleitung;QS Prüfung erforderlich,Arguflex P315DN1;RC-S1
MAT01721574;Schlauchleitung;QS Prüfung erforderlich,Arguflex P315DN1;RC-S1
MAT01721575;Schlauchleitung;QS Prüfung erforderlich,Arguflex P315DN1;RC-S1
MAT01721576;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=5290mm;RC-S1
MAT01721577;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=9770mm;RC-S1
MAT01721578;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=9770mm;RC-S1
MAT01721579;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=9130mm;RC-S1
MAT0172158;Stecker, Rundverbinder;Leistungsstecker , Buchse , crimp , 8 po;RC-K2
MAT01721580;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=9100mm;RC-S1
MAT01721581;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=9310mm;RC-S1
MAT01721582;Schlauchleitung;Arguflex P315DN10A05DKOL/D1CEL L=9310mm;RC-S1
MAT01721583;Energieführungswanne I;Rinne L = 4177 mm;RC-B2
MAT01721584;Energieführungswanne II;Rinne L = 8525 mm;RC-B2
MAT01721585;Halter;Halterung zur Zugentlastung 0090799000_4;RC-B2
MAT01721586;Halter;Halterung zur Zugentlastung 0090800000_4;RC-B2
MAT01721587;Blech;Kantprofil 0042011049 Edelstahl;RC-B2
MAT01721588;Blech;Kantprofil 0042011060;RC-B2
MAT01721589;Blech;Kantprofil 0042011061;RC-B2
MAT0172159;Stecker, Rundverbinder;Signalstecker , Buchse , crimp , 12 pol;RC-K2
MAT01721590;Blech;Rundstahl 0082002078;RC-B2
MAT01721591;Blech;Blech bearbeitet 0083091715;RC-B2
MAT01721592;Blech;Anschlussblock  vormontiert mit Hydrauli;RC-B2
MAT01721593;Blech;Anschlussblock vormontiert mit Hydraulik;RC-B2
MAT01721594;Blech;Anschlussblock vormontiert mit Hydraulik;RC-B2
MAT01721595;Schildersatz;MAT90449132;RC-A3
MAT01721596;Stecker, komplett;Suhner 22541737;RC-K2
MAT01721597;Schildersatz;MAT90449215;RC-A3
MAT01721598;PU-Klemmplatte;Zg.Nr.: RC-39954-03;RC-A1
MAT01721599;PU-Klemmplatte;Zg.Nr.: RC-39955-03;RC-A1
MAT0172160;Stecker, SUB-D;Anbaudose 9pol;RC-K2
MAT01721600;Schlauch, Gewebe;DN12, AD19,7, ID12,7mm, bis 58bar;RC-S4
MAT01721601;Schildersatz;für MAT90449235;RC-A3
MAT01721602;ReadyChain Montagewagen;Bügel Transportwagen Bügel-01;RC-D3
MAT01721603;ReadyChain Montagewagen;Bügel Transportwagen Bügel-02;RC-D3
MAT01721604;ReadyChain Montagewagen;Bügel Transportwagen Bügel-03;RC-D3
MAT01721605;ReadyChain Montagewagen;Leiste Transportwagen;RC-D3
MAT01721606;ReadyChain Montagewagen;Wagenrampe Transportwagen;RC-D3
MAT01721607;ReadyChain Montagewagen;Transportwagen;RC-D3
MAT01721608;Einzelteil ReadyChainRack;Teleskop Innen 700mm , RCBI-0812-07;RC-D3
MAT01721609;Einzelteil ReadyChainRack;Stange 200mm;RC-D3
MAT01721610;ReadyChainRack;RCGS-01;RC-D2
MAT01721611;ReadyChainRack;RCS-02;RC-D2
MAT01721612;ReadyChainRack Mini;RCAC-02 (1-2);RC-B2
MAT01721613;ReadyChainRack Mini;RCAC-04 (1-2);RC-B2
MAT01721614;ReadyChainRack Mini;RCBA-1215-10 (1-2);RC-B2
MAT01721615;ReadyChainRack Mini;RCBA-1520-13 (1-2);RC-B2
MAT01721616;ReadyChainRack Mini;RCBA-2030-18 (1-2);RC-B2
MAT01721617;ReadyChainRack Mini;RCBI-1215-08 (1-2);RC-B2
MAT01721618;ReadyChainRack Mini;RCBI-1520-10 (1-2);RC-B2
MAT01721619;ReadyChainRack Mini;RCBI-2030-15 (1-2);RC-B2
MAT01721620;ReadyChainRack Mini;RCBS-03 (1-2);RC-B2
MAT01721621;ReadyChainRack Mini;RCBS-05 (1-2);RC-B2
MAT01721622;ReadyChainRack Mini;RCBS-08 (1-2);RC-B2
MAT01721623;ReadyChainRack Mini;RCBS-10 (1-2);RC-B2
MAT01721624;ReadyChainRack Mini;RCF-01 (1-2);RC-B2
MAT01721625;ReadyChainRack Mini;RCF-02 (1-2);RC-B2
MAT01721626;ReadyChainRack Mini;RCFPS-02;RC-B2
MAT01721627;ReadyChainRack Mini;RCM-1 (1-2);RC-B2
MAT01721628;ReadyChainRack Mini;RCM-2A (1-2);RC-B2
MAT01721629;ReadyChainRack Mini;RCM-2B (1-2);RC-B2
MAT0172163;Stecker, Rundverbinder;Einbaudose , 26 pol , Buchse , crimp;RC-K2
MAT01721630;ReadyChainRack Mini;RCM-3 (1-2);RC-B2
MAT01721631;ReadyChainRack Mini;RCM-4 (1-2);RC-B2
MAT01721632;Leistungskabel, 11m;R911310460;RC-L1
MAT01721633;Geberkabel, 10,7m;R911299435;RC-L1
MAT01721634;Geberkabel, 11m;R911319763;RC-L1
MAT01721635;Feedback- und Steuerkabel, 10m;R911290936;RC-L1
MAT01721636;Schüttware siehe MAT01713986;Doppler;RC-K6
MAT01721637;siehe MAT01713984;Crimpkontakt, RC24M9K;RC-K6
MAT01721638;Schlauchleitung;462-10 /  1C946-20-10 / L= 6530 mm;RC-S1
MAT01721639;Schlauchleitung;462-8 / 1C946-16-8 / L= 6530 mm;RC-S1
MAT0172164;Stecker, Rundverbinder;Signalstecker , Buchse , crimp , 12 pol;RC-K2
MAT01721640;Steckerleiste;721-107/037-000;RC-K2
MAT01721641;Schlauch Hydraulik;Schlauch 6x4Nr.20037926 L=6,5m;RC-S2
MAT01721642;Schlauch Hydraulik;Schlauch 6x4Nr.20037927 L=8,7m;RC-S2
MAT01721643;Schlauch Hydraulik;Schlauch 6x4Nr.20037928 L=10m;RC-S2
MAT01721644;Saugschlauch;Saugschlauch DN100 gerieft;RC-S6
MAT01721645;Saugschlauch;Saugschlauch DN150 gerieft;RC-S6
MAT01721646;Leitung umspritzt;CFBUS.060 beids. M12 4Pol Buchse D-codie;RC-L2
MAT01721647;Schlauch, Pneumatik;Festo PAN 16x2,0 Si, 35m;RC-S3
MAT01721648;Schlauch Hydraulik;KW-Schlauch 25x5,5, PN15 VPE40m;RC-S2
MAT01721649;Schlauch Hydraulik;KW-Schlauch 13x4, VPE40m;RC-S2
MAT0172165;Stecker, Rundverbinder;Signalstecker , Buchse , crimp , 12 pol;RC-K2
MAT01721650;Schlauchleitung;2SN DN10x21620mm DKOL12/DKOL12 gerade;RC-S1
MAT01721651;Kabeldose;siehe MAT01742684;RC-K2
MAT01721652;Kamerakabel;Triax 8 Kabel rot AD=8,9mm Draka Comteq;RC-L4
MAT01721653;Schlauch, Pneumatik;PUN-16 sw;RC-S3
MAT01721654;Schlauchleitung;2SN DN10x20440mm DKOL12/DKOL12 gerade;RC-S1
MAT01721655;verbindungskabel;Verbindungskabel Länge, 30m, LK-GC30;RC-L1
MAT01721656;Gehäuse;SOURIAU - UT0S10JCSL - HAUBE,IP68,GROESS;RC-K3
MAT01721657;Stecker;Rundsteckverbinder 6-polig UT0W6106PH;RC-K2
MAT01721658;Schüttware Kontakt, Buchse;Buchsenkontakt AWG14 Gr.16 0,75µm Gold;RC-K6
MAT01721659;Stecker, Gehäuse;XHP-5 5-pol;RC-K3
MAT0172166;Stecker, SUB-D;Anbaudose 9pol;RC-K2
MAT01721660;Bandware Kontakt, Buchse;Buchsenkontakt AWG26-30 SXH-002T-P0.6;RC-K6
MAT01721661;Stecker;MSTB 2,5 HC/ 8-ST-5,08;RC-K2
MAT01721662;Stecker;MSTBHK 2,5/10-G-5,08 10-pol, Stift;RC-K2
MAT01721663;Stecker;MSTB 2,5/10-ST-5,08;RC-K2
MAT01721664;Schlauchleitung;Interhydraulik, 4SH DN38 bds. Armaturen;RC-S5
MAT01721665;Schlauchleitung;Interhydraulik, 4SH DN38 bds. Armaturen;RC-S5
MAT01721666;Schlauchleitung;Interhydraulik, 4SH 25x16800mm bds. Arma;RC-S5
MAT01721667;Schlauchleitung;Interhydraulik, 4SH 12x16800mm bds. Arma;RC-S5
MAT01721668;Kundenbeistellung;Siemens Busleitung auf 500m Trommel;RC-L4
MAT01721669;E-Stecker;Gr. 4  Datenleitung Stift / AUDI Ingolst;RC-K3
MAT0172167;Kabeldose;Kabeld., schirmbar, 4-6mm, 8pol.DIN, Buc;RC-K2
MAT01721670;E-Stecker;Gr. 4  Datenleitung Buchse / AUDI Ingols;RC-K3
MAT01721671;E-Stecker;Gr. 1 Sicherheit + Spannungs. Bus Stift;RC-K3
MAT01721672;E-Stecker;Gr. 1 Sicherheit + Spannungs. Bus Buchse;RC-K3
MAT01721673;E-Stecker;Gr. 1  Ethercad Stift / AUDI Ingolstadt;RC-K3
MAT01721674;E-Stecker;Gr. 1  Ethercad Buchse / AUDI Ingolstadt;RC-K3
MAT01721675;E-Stecker;Gr.2-IS-SG-3+PE+4 kompl. (Stift) / AUDI;RC-K3
MAT01721676;E-Stecker;Gr.2-IS-BG-3+PE+4 kompl. (Buchse) / AUDI;RC-K3
MAT01721677;E-Stecker;Gr.1-IS-SG-18+PE kompl. (Stift) / AUDI;RC-K3
MAT01721678;E-Stecker;Gr.1-IS-BG-18+PE kompl. (Buchse) / AUDI;RC-K3
MAT01721679;E-Stecker;Buchsenkontakt 3x d16 Schweissen / AUDI;RC-K3
MAT0172168;Stecker;Kabels., schirmbar, 4-6mm, 4pol., Buchse;RC-K2
MAT01721680;E-Stecker;Stiftkontakt 3x d16 Schweissen / AUDI In;RC-K3
MAT01721681;MultiDNet-DMB-G4-BG Stecker MGK4;MultiDNet-DMB-G4-BG Stecker MGK4 (Stecke;RC-K3
MAT01721682;MultiDNet-DMB-G4-BG Stecker MGK4;MultiDNet-DMB-G4-BG Stecker MGK4 (Stecke;RC-K3
MAT01721683;MultiDNet-DMB-G4-BG Stecker MGK4;MultiDNet-DMB-G4-BG Stecker MGK4 (Stecke;RC-K3
MAT01721684;Steckverbinder 3-pol. Buchse;Primärstromstecker, MAK045 / AUDI Ingols;RC-K3
MAT01721685;Trommel inkl. Gestell;1400x400x300, Vollholz DRUM00313;RC-D5
MAT01721686;Stecker, Profibus;0976 PFC 101;RC-K2
MAT01721687;Stecker;0976 PMC 101;RC-K2
MAT01721688;Schlauchleitung;28Lx8910 2SN25 beids. DKOL M36x2;RC-S1
MAT01721689;Schlauchleitung;20Sx8940 4SP16 beids. DKOS M30x2;RC-S1
MAT01721690;Gehäuse;4Bolzen M32 Gr.66.40;RC-K3
MAT01721691;Werkzeug;Kabelschere;RC-D1
MAT01721692;siehe MAT01713128;HAN 3/4 Modul 3+4pol.;RC-K5
MAT01721693;siehe MAT01713129;HAN 3/4 Modul 3+4pol.;RC-K5
MAT01721694;Bandware Kontakt, Buchse;MINI-SSHL-002T-P0.2 - CRIMPBUCHSENKONTAK;RC-K6
MAT01721695;Stecker;GHR-10V-S - GEHAEUSE,125MM,10KONT;RC-K2
MAT01721696;Schlauchleitung;Argus Arguflex P315 DN 3/8 Zoll x25000mm;RC-S1
MAT01721697;Stecker, BNC;50Ohm R58, gerade - SHV-50-3-1/133 NE;RC-K2
MAT01721698;siehe MAT0175122;PUN-6x1-Silber, 152586;RC-S3
MAT01721699;Pilzdrucktaster;3SB3000-1HA20 ROT;RC-A2
MAT0172170;Stecker, Ventil;LED + Z-DIODE / 24V AC/DC;RC-K2
MAT01721700;Schaltelement;3SB3400-0E;RC-A2
MAT01721701;Bediengehäuse;MBG 311;RC-A2
MAT01721702;Träger;3SB3901-0AB;RC-A2
MAT01721703;Schalter;3SB30 00-2KA11;RC-A2
MAT01721704;SCHALTELEMENT;3SB3400-0B;RC-A2
MAT01721705;KUPPLUNGSKABEL;RST5-RKT5-228/3.0M;RC-L1
MAT01721706;KUPPLUNGSKABEL;RST5-RKT5-228/2.0M;RC-L1
MAT01721707;KUPPLUNGSKABEL;RST5-RKT5-228/1.0M;RC-L1
MAT01721708;KUPPLUNGSKABEL;RST5-RKT5-228/10.0M;RC-L1
MAT01721709;KUPPLUNGSKABEL;RST4-RKWT-LED P 4-225/3.0M;RC-L1
MAT0172171;Kabeldose;Kabeld., schirmbar, 4-6mm, 4pol., Buchse;RC-K2
MAT01721710;KUPPLUNGSKABEL;RST5-RKT5-228/1.5M;RC-L1
MAT01721711;KUPPLUNGSKABEL;RST 5-RKT 5-228/4.0M;RC-L1
MAT01721712;KUPPLUNGSKABEL;RST 5-RKT 5-228/15.0M;RC-L1
MAT01721713;KUPPLUNGSKABEL;KUPPLUNGSKABEL;RC-L1
MAT01721714;STECKVERBINDER;RKMCW 4;RC-K2
MAT01721715;EINBAUSTECKVERBINDER;RSFM 5/0,5;RC-K2
MAT01721716;VERBINDUNGSKABEL;MURR;RC-L1
MAT01721717;POWERKABEL 7/8 Zoll 10,0M;CUBE 67 ZUBEHOER;RC-L1
MAT01721718;PROFIBUSKABEL;CUBE 67 ZUBEHOER;RC-L1
MAT01721719;VERBINDUNGSKABEL GESCHIRMT;M12 WINKEL;RC-L1
MAT0172172;Kabeldose;Kabeld., schirmbar, 6-8mm, 6pol.DIN, Buc;RC-K2
MAT01721720;Buchsenstecker gewinkelt;SR11WF;RC-K2
MAT01721721;Buchsenstecker gewinkelt;SR6WFPG11R, 7-Pol;RC-K2
MAT01721722;BEFESTIGUNGSSOCKEL;XVB-C12;RC-A2
MAT01721723;Signalturmrohr,XVB-C03;XVB-C03;RC-A2
MAT01721724;ANSCHLUSSELEMENT;XVB-C21;RC-A2
MAT01721725;LAMPE;DL1-BLB;RC-A2
MAT01721726;LEUCHTELEMENT;XVB-C34;RC-A2
MAT01721727;LEUCHTELEMENT;XVB-C38;RC-A2
MAT01721728;LEUCHTELEMENT;XVB-C33;RC-A2
MAT01721729;BEFESTIGUNGSSOCKEL;XVB-C11;RC-A2
MAT0172173;Stecker;Kabels., schirmbar, 6-8mm, 6pol.DIN, Sti;RC-K2
MAT01721730;LEUCHTELEMENT;XVB-C37;RC-A2
MAT01721731;LEUCHTELEMENT;XVB-C36;RC-A2
MAT01721732;Prüfaufkleber;Chip-Nr + Unterschrift Montageteams;RC-D3
MAT01721733;POWERKABEL 7/8 Zoll 15,0M;CUBE 67 ZUBEHOER;RC-L1
MAT01721734;Blechteil;Halter 073814-028-10;RC-B2
MAT01721735;Blechteil;Halter 073814-023-10;RC-B2
MAT01721736;Stecker komplett;12pol,stift,gerade, löt;RC-K3
MAT01721737;Stecker komplett;12pol,Buchse,gerade, löt;RC-K3
MAT01721738;Stecker;INS0210/L25;RC-K2
MAT01721739;Steckverbinder;Einbaudose;RC-K2
MAT0172174;Kabeldose;Kabeld., schirmbar, 6-8mm, 7pol., Buchse;RC-K2
MAT01721740;Steckverbinder;7pol. Rundstecker, Kunststoff, Stift;RC-K3
MAT01721741;Steckverbinder;8pol. Kunststoff, Stift;RC-K3
MAT01721742;Schüttware Kontakt, Stift;Crimpkontakt 3,80-2,45mm;RC-K6
MAT01721743;Schlauchleitung;Schmierleitg-DIN 8x7000*AF*VS;RC-S1
MAT01721744;PU-Klemmplatte;Zg.Nr.: RC-40419-02;RC-A1
MAT01721745;Stecker, Stift;CEE-Stecker 63A 5polig, Multi-Grip Versc;RC-K2
MAT01721746;Stecker, Buchse;CEE-Stecker 63A Stifteinsatz 5polig, Mul;RC-K2
MAT01721747;PU-Klemmplatte;Zg.Nr.: RC-40420-02;RC-A1
MAT01721748;Trommel;Typ I 3100x800x1280 TK 3100kg, inkl. Ges;RC-D5
MAT01721749;Steckverbinder;XLR Kabelstecker 3-pol XX-Serie;RC-K2
MAT0172175;Stecker;Kabels., schirmbar, 6-8mm, 7pol., Stift;RC-K2
MAT01721750;Stecker, Kupplung;923 Kupplung, 9 pol mit Flansch;RC-K2
MAT01721751;Verschraubung;für XLR Kabelstecker 3-pol XX-Serie für;RC-K2
MAT01721752;Schlauchleitung;441-SN4*3062mm / 2x1CA48-10-4;RC-S1
MAT01721753;Stecker LWL, Variante 14, SC-RJ POF, IP;IE-PS-V14M-2SC-POF;RC-K1
MAT01721754;Flanschdose;TSS250/70;RC-K2
MAT01721755;Anschlussdose, FreeCon, RJ45 Modul;IE-CD-V14MRJ-FJ;RC-K1
MAT01721756;Schlauch, Pneumatik;Tricoflex Super Nobelair  10*15,5mm;RC-S3
MAT01721758;Kabelstecker;14+PE/CRIMP/Gr1/PG13,5,gerade;RC-K2
MAT01721759;Schraube, Zylinder Innensechskant;ZYL-SHR I6KT M4x16 8.8 DIN912 verzinkt;RC-A5
MAT0172176;Stecker;Kabels., schirmbar, 4-6mm, 8pol.DIN, Sti;RC-K2
MAT01721760;Mutter;selbstsichern DIN985 M4;RC-A5
MAT01721761;Mutter;selbstsichern DIN985 M5;RC-A5
MAT01721762;Scheibe;DIN125 M5;RC-A5
MAT01721763;Scheibe;DIN125 M4;RC-A5
MAT01721764;Scheibe  Zahn-;DIN6797 verz. 6,4 M6 FormA;RC-A5
MAT01721765;Leitung;Hybridkabel F09481-00-35;RC-L4
MAT01721766;Schüttware Kontakt, Stift;SOURIAU - SM20WL3TK6 - CRIMPPIN,ZINN,20A;RC-K6
MAT01721767;Kundenbeistellung;Siemens Leitung 6Fx8002-2DC00-1CB0;RC-L4
MAT01721768;Isolierkörper;Hülle 12pol. Stift o. Kontakte Serie 615;RC-K5
MAT01721769;Einbaudose;Winkel itec drehbar 25x25 Signal - 22.28;RC-K2
MAT0172177;Gehäuse, Tülle;für 1 Bügel seitl., 1xM40;RC-K3
MAT01721770;Schlauchleitung;PARKER 801-6-BLKx6220, beids. 3CA82-12-6;RC-S2
MAT01721771;Schlauchleitung;PARKER 462-4x6220,beids. 1C946-8-4;RC-S2
MAT01721772;Schlauchleitung;PARKER 462-6x12440,beids. 1CA46-10-6;RC-S2
MAT01721773;Schlauchleitung;PARKER 801-6-BLKx6440, beids. 3CA82-12-6;RC-S2
MAT01721774;Schlauchleitung;PARKER 462-4x6440,beids. 1C946-8-4;RC-S2
MAT01721775;Steckergehäuse;MOLEX - 22-01-2055 - CRIMPLEERBUCHSE 2.5;RC-K3
MAT01721776;Bandware Kontaktbuchse;Contact, Crimp  Series:KK  For Use With:;RC-K6
MAT01721777;Kundenbeistellung;Ethernetleitung bds. RJ45;RC-L4
MAT01721778;Gehäuse;Gehäusesatz;RC-K10
MAT01721779;Schlauch, Pneumatik;Rala Stickstoff DN19x6mm BD 20 bar;RC-S3
MAT0172178;siehe MAT0172035;;RC-K7
MAT01721780;Schlauch, Pneumatik;Industrieschlauch Rala DN13x5mm BD: 10ba;RC-S3
MAT01721781;Gehäuse;Buchsenstecker, 16 pol;RC-K3
MAT01721782;Bandware Kontakt, Buchse;Crimp bis 0,25 mm²;RC-K6
MAT01721783;Blech;400x450 V2A Steckerpl. 1.4301  51988.2;RC-B1
MAT01721784;Befestigungsschelle;RSGU1 25;RC-A2
MAT01721785;Siehe MAT01728002;ZYL-SHR-I6KT*M8*20*8.8*912;RC-A5
MAT01721786;Festverrohrung;EN 10305-4 E235+N, Cr6-frei, bds. Mit M1;RC-S6
MAT01721787;Festverrohrung;EN 10305-4 E235+N, Cr6-frei, bds. Mit M1;RC-S6
MAT01721788;Festverrohrung;EN 10305-4 E235+N, Cr6-frei, bds. Mit M1;RC-S6
MAT01721789;Blech, Keil;Anschlusskeil für Kette;RC-B1
MAT0172179;M12 - Stift;4pol. Lötanschl.gerade  SACC-M12MS-4CON-;RC-K2
MAT01721790;Schraube, Zylinder;blank  12.9 4x30 DIN912;RC-A5
MAT01721791;Schlauchleitung;HD-Schlauch 2SC DN08, 3100mm;RC-S1
MAT01721792;Gehäuse, Kupplung;Winkel 623 IG3 speedtec-ready;RC-K3
MAT01721793;Schlauchleitung;2SC-10-A35-A05-1000P DN10 PN330  beid. 1;RC-S2
MAT01721794;Leitung;MAT90449399 für Fa. Zollern;RC-L2
MAT01721795;Kundenbeistellung;Kundenbeistellung  Kuka;RC-L4
MAT01721796;Kundenbeistellung;Kundenbeistellung X30.X30.1 Kuka;RC-L4
MAT01721797;Blech RAL7035;Halter e-kette Y-Z-Achse;RC-B2
MAT01721798;Trommel;Typ IV 2200x600x1614 Vollholz,TK800kg, i;RC-D5
MAT01721799;Kundenbeistellung;igus inc. CFBUS.050;RC-L4
MAT0172180;Initiatorleitung;E10912   l=2m;RC-L1
MAT01721800;Schlauchleitung;301SN-6x4071,1CA48-12-6,1CA48-12-6;RC-S1
MAT01721801;Trommel;Typ II-2500X1200,LW1644 m. Abteilk., HT,;RC-D5
MAT01721802;Steckverbinder;ITT Rund, Gr.14 12 pol Stift;RC-K2
MAT01721803;Schlauchleitung;2SN DN10x20000mm DKOL12/DKOL12 gerade;RC-S1
MAT01721804;Schlauchleitung;2SN DN10x19100mm DKOL12/DKOL12 gerade;RC-S1
MAT01721805;CFIni-P3-M8-BG / M12-SG-0,6;M8 Kupplung gerade, 3 pol.., 0,6 m - M12;RC-L2
MAT01721806;CFIni-P3-M8-BG / M12-SG-0,3;M8 Kupplung gerade, 3 pol.., 0,3 m - M12;RC-L2
MAT01721807;CFIni-P3-M8-BW / M8-SG-0,3;M8 Kupplung gewinkelt, 3 pol.., 0,3 m -;RC-L2
MAT01721808;CFIni-P3-M8-BG / M8-SG-0,3;M8 Kupplung gerade, 3 pol.., 0,3 m - M8;RC-L2
MAT01721809;CFIni-P3-M8-BW / M8-SG-0,6;M8 Kupplung gewinkelt, 3 pol.., 0,6 m -;RC-L2
MAT0172181;Schrumpfformteil;2 - Wege y-form;RC-K8
MAT01721810;CFIni-P3-M8-BG / M8-SG-0,6;M8 Kupplung gerade, 3 pol.., 0,6 m - M8;RC-L2
MAT01721811;Beistellung;Widerstandsplatine R2=1K6-Ohm für 3m Lei;RC-K10
MAT01721812;Beistellung;Widerstandsplatine R2=510-Ohm für 5m Lei;RC-K10
MAT01721813;Halteblech, ZEL;für 14x40er e-kette®, Bi=168, nach Zg.48;RC-B1
MAT01721814;Schlauchleitung;Parker 492-16x38220 beids. 1CA46-28-16C;RC-S1
MAT01721815;Schlauchleitung;2SN-32-B5 B5-x22000mm P geprickt Bds. DK;RC-S1
MAT01721816;Schlauchleitung;2SN-50-N0 N0-x22000mm P geprickt Bds. SF;RC-S1
MAT01721817;Schlauchleitung;Inducord 63x23400mm DUO110DU0110 bds. Lo;RC-S1
MAT01721818;Leitung umspritzt;CFBUS.PUR.068+CF10.10.02+MAT90450198 / 3;RC-L1
MAT01721819;Leitung umspritzt;CFBUS.PUR.068+CF10.10.02+MAT90450199 / 5;RC-L1
MAT0172182;Einsatz, Buchse;5 pol + PE , CRIMP ,;RC-K5
MAT01721820;Schildersatz;DMF180/260, MAT90447932.A;RC-A3
MAT01721821;Schildersatz;DMF180/260, MAT90447933.A;RC-A3
MAT01721822;Schildersatz;DMF180/260, MAT90447934.A;RC-A3
MAT01721823;Schlauchleitung;837PU-12-RED-30000;RC-S1
MAT01721824;Schildersatz  6st;4,2 x 23 max 23 Zeichen;RC-A3
MAT01721825;LWL-Leitung;KUNDENBEISTELLUNG;RC-L4
MAT01721826;CFIni-P4-M12-BG/P4-M12-SG-3;M12,4pol.,Bu,gerade, Stift gerade, beids;RC-L2
MAT01721827;INI Leitung;DUO Verteiler Steck 4 pol M12, 2 x Kuppl;RC-L2
MAT01721828;INI Leitung;DUO Verteiler Steck 4 pol M12, 2 x Kuppl;RC-L2
MAT01721829;INI Leitung;DUO Verteiler Steck 4 pol M12, 2 x Kuppl;RC-L2
MAT0172183;Schraube;IP 65 Dichtungsschraube M³;RC-K11
MAT01721830;INI Leitung;DUO Verteiler Steck 4 pol M12, 2 x Kuppl;RC-L2
MAT01721831;Schüttware Kontakt, Stift;16mm² für MAT01717780;RC-K6
MAT01721832;Schlauchlehre;inkl. Bedruckung gemäß Vorgabe;RC-D1
MAT01721833;Gehäuse, Kupplung;Kupplung mit Zentralverr, Signal, EMV, m;RC-K4
MAT01721834;Schüttware Kontakt, Stift;Crimpstift 1mm, gedreht, für leitung 0,0;RC-K6
MAT01721835;Gehäuse, Stecker;Kabelsteckverbinder EMV für Kabel 7 - 12;RC-K3
MAT01721836;Gehäuse, Stecker;Gerätesteckverbinder mit Zugentlastung f;RC-K3
MAT01721837;Schlauch Gewebe;Multifixx-013x4.0-20BAR-100;RC-S4
MAT01721838;Beschriftungsschild, Metall, rund;Kennzeichenträger KM9/10.000  40mmx9mm;RC-K8
MAT01721839;Beschriftungsschild;ws 26x9x1mm;RC-K8
